voxel_id,fix_x,fix_y,original_id
curtain_0143_x45_y10_aug_32_35,38,2,curtain_0143_x45_y10
bookshelf_0268_x95_y80_aug_33_35,36,60,bookshelf_0268_x95_y80
cone_0143_x145_y25_aug_34_35,36,25,cone_0143_x145_y25
chair_0145_x140_y175_aug_35_35,35,28,chair_0145_x140_y175
bench_0046_x15_y140_aug_36_35,38,-54,bench_0046_x15_y140
cup_0022_x5_y90_aug_37_35,37,-105,cup_0022_x5_y90
bottle_0122_x35_y150_aug_38_35,35,29,bottle_0122_x35_y150
bowl_0061_x25_y165_aug_39_35,37,58,bowl_0061_x25_y165
bed_0163_x90_y175_aug_40_35,36,51,bed_0163_x90_y175
vase_0123_x120_y145_aug_41_35,36,13,vase_0123_x120_y145
cup_0004_x65_y35_aug_42_35,37,23,cup_0004_x65_y35
sofa_0256_x75_y145_aug_43_35,39,-94,sofa_0256_x75_y145
vase_0482_x95_y155_aug_44_35,37,138,vase_0482_x95_y155
bench_0046_x155_y5_aug_45_35,36,50,bench_0046_x155_y5
bench_0175_x170_y65_aug_46_35,39,-95,bench_0175_x170_y65
piano_0135_x5_y35_aug_47_35,35,6,piano_0135_x5_y35
sofa_0610_x50_y170_aug_48_35,37,-129,sofa_0610_x50_y170
vase_0311_x160_y20_aug_49_35,35,-106,vase_0311_x160_y20
chair_0386_x150_y15_aug_0_40,40,63,chair_0386_x150_y15
sofa_0478_x65_y50_aug_1_40,44,113,sofa_0478_x65_y50
vase_0482_x150_y35_aug_2_40,41,23,vase_0482_x150_y35
cone_0063_x90_y120_aug_3_40,41,-108,cone_0063_x90_y120
bathtub_0148_x120_y0_aug_4_40,40,-97,bathtub_0148_x120_y0
vase_0369_x65_y0_aug_5_40,40,-69,vase_0369_x65_y0
bottle_0095_x5_y25_aug_6_40,42,-144,bottle_0095_x5_y25
bottle_0344_x25_y40_aug_7_40,42,96,bottle_0344_x25_y40
vase_0174_x170_y160_aug_8_40,43,41,vase_0174_x170_y160
bottle_0270_x5_y120_aug_9_40,44,62,bottle_0270_x5_y120
vase_0090_x40_y145_aug_10_40,44,-41,vase_0090_x40_y145
car_0286_x5_y15_aug_11_40,42,-79,car_0286_x5_y15
vase_0050_x150_y110_aug_12_40,42,130,vase_0050_x150_y110
cone_0063_x155_y5_aug_13_40,42,53,cone_0063_x155_y5
mantel_0144_x120_y160_aug_14_40,44,-160,mantel_0144_x120_y160
chair_0145_x70_y100_aug_15_40,43,-157,chair_0145_x70_y100
bottle_0348_x15_y80_aug_16_40,40,127,bottle_0348_x15_y80
chair_0289_x65_y130_aug_17_40,43,-63,chair_0289_x65_y130
sofa_0541_x15_y45_aug_18_40,43,173,sofa_0541_x15_y45
vase_0069_x90_y100_aug_19_40,40,161,vase_0069_x90_y100
table_0044_x105_y10_aug_20_40,43,149,table_0044_x105_y10
bookshelf_0343_x25_y120_aug_21_40,43,148,bookshelf_0343_x25_y120
vase_0285_x70_y55_aug_22_40,43,-55,vase_0285_x70_y55
bench_0175_x95_y140_aug_23_40,42,78,bench_0175_x95_y140
vase_0280_x75_y60_aug_24_40,40,4,vase_0280_x75_y60
car_0286_x125_y20_aug_25_40,44,-130,car_0286_x125_y20
bookshelf_0564_x75_y0_aug_26_40,43,-74,bookshelf_0564_x75_y0
vase_0160_x110_y100_aug_27_40,42,135,vase_0160_x110_y100
bathtub_0041_x100_y40_aug_28_40,44,-123,bathtub_0041_x100_y40
chair_0897_x30_y80_aug_29_40,44,-104,chair_0897_x30_y80
chair_0606_x95_y115_aug_30_40,41,-16,chair_0606_x95_y115
person_0013_x125_y115_aug_31_40,40,6,person_0013_x125_y115
sofa_0256_x145_y100_aug_32_40,43,-122,sofa_0256_x145_y100
vase_0174_x170_y10_aug_33_40,43,27,vase_0174_x170_y10
bench_0175_x110_y165_aug_34_40,40,97,bench_0175_x110_y165
bookshelf_0504_x10_y135_aug_35_40,41,-157,bookshelf_0504_x10_y135
bookshelf_0268_x20_y75_aug_36_40,40,173,bookshelf_0268_x20_y75
cup_0004_x60_y40_aug_37_40,41,-100,cup_0004_x60_y40
stool_0017_x25_y80_aug_38_40,44,-57,stool_0017_x25_y80
chair_0117_x20_y145_aug_39_40,40,71,chair_0117_x20_y145
dresser_0248_x125_y95_aug_40_40,42,112,dresser_0248_x125_y95
lamp_0107_x15_y0_aug_41_40,41,-133,lamp_0107_x15_y0
cone_0090_x115_y55_aug_42_40,44,-99,cone_0090_x115_y55
mantel_0144_x15_y65_aug_43_40,44,67,mantel_0144_x15_y65
bench_0121_x120_y125_aug_44_40,43,-104,bench_0121_x120_y125
vase_0203_x90_y110_aug_45_40,44,-166,vase_0203_x90_y110
door_0001_x175_y145_aug_46_40,44,-87,door_0001_x175_y145
cone_0143_x15_y170_aug_47_40,44,-167,cone_0143_x15_y170
vase_0262_x5_y160_aug_48_40,40,-115,vase_0262_x5_y160
cup_0050_x110_y110_aug_49_40,40,-105,cup_0050_x110_y110
sofa_0502_x170_y85_aug_0_45,47,-89,sofa_0502_x170_y85
chair_0241_x70_y20_aug_1_45,47,-136,chair_0241_x70_y20
bookshelf_0320_x150_y135_aug_2_45,47,-109,bookshelf_0320_x150_y135
bottle_0382_x95_y40_aug_3_45,48,-147,bottle_0382_x95_y40
chair_0386_x70_y165_aug_4_45,49,100,chair_0386_x70_y165
cup_0076_x170_y95_aug_5_45,49,23,cup_0076_x170_y95
cone_0143_x85_y150_aug_6_45,49,-111,cone_0143_x85_y150
cup_0004_x65_y35_aug_7_45,48,12,cup_0004_x65_y35
bottle_0095_x120_y60_aug_8_45,48,94,bottle_0095_x120_y60
chair_0466_x165_y25_aug_9_45,46,170,chair_0466_x165_y25
bottle_0122_x160_y35_aug_10_45,45,-25,bottle_0122_x160_y35
chair_0014_x165_y55_aug_11_45,45,31,chair_0014_x165_y55
sink_0029_x125_y25_aug_12_45,48,-58,sink_0029_x125_y25
sofa_0256_x105_y125_aug_13_45,45,129,sofa_0256_x105_y125
bottle_0382_x35_y110_aug_14_45,47,-91,bottle_0382_x35_y110
laptop_0045_x125_y30_aug_15_45,46,118,laptop_0045_x125_y30
curtain_0143_x45_y10_aug_16_45,46,176,curtain_0143_x45_y10
sofa_0610_x80_y50_aug_17_45,45,-157,sofa_0610_x80_y50
sofa_0554_x20_y55_aug_18_45,49,152,sofa_0554_x20_y55
vase_0515_x90_y130_aug_19_45,45,117,vase_0515_x90_y130
dresser_0248_x125_y145_aug_20_45,48,-35,dresser_0248_x125_y145
sofa_0541_x140_y10_aug_21_45,48,-120,sofa_0541_x140_y10
bottle_0301_x50_y150_aug_22_45,48,144,bottle_0301_x50_y150
vase_0190_x155_y15_aug_23_45,47,144,vase_0190_x155_y15
vase_0090_x15_y15_aug_24_45,48,-145,vase_0090_x15_y15
chair_0689_x125_y30_aug_25_45,47,-159,chair_0689_x125_y30
stool_0057_x80_y10_aug_26_45,46,22,stool_0057_x80_y10
bathtub_0041_x145_y40_aug_27_45,47,-78,bathtub_0041_x145_y40
chair_0605_x155_y90_aug_28_45,46,-168,chair_0605_x155_y90
bench_0046_x65_y75_aug_29_45,45,105,bench_0046_x65_y75
cup_0076_x50_y105_aug_30_45,48,-141,cup_0076_x50_y105
vase_0359_x130_y145_aug_31_45,45,-146,vase_0359_x130_y145
vase_0515_x175_y115_aug_32_45,45,45,vase_0515_x175_y115
cone_0078_x120_y65_aug_33_45,47,-86,cone_0078_x120_y65
curtain_0050_x110_y70_aug_34_45,48,-58,curtain_0050_x110_y70
bookshelf_0564_x155_y45_aug_35_45,48,-116,bookshelf_0564_x155_y45
bottle_0006_x110_y130_aug_36_45,47,57,bottle_0006_x110_y130
dresser_0255_x15_y5_aug_37_45,47,51,dresser_0255_x15_y5
vase_0510_x120_y100_aug_38_45,49,-12,vase_0510_x120_y100
chair_0897_x135_y65_aug_39_45,49,-106,chair_0897_x135_y65
bottle_0019_x95_y110_aug_40_45,49,-167,bottle_0019_x95_y110
cone_0078_x25_y65_aug_41_45,46,-46,cone_0078_x25_y65
toilet_0281_x45_y150_aug_42_45,47,156,toilet_0281_x45_y150
sofa_0256_x85_y75_aug_43_45,46,160,sofa_0256_x85_y75
bathtub_0015_x40_y140_aug_44_45,45,-102,bathtub_0015_x40_y140
chair_0605_x45_y60_aug_45_45,46,-49,chair_0605_x45_y60
sofa_0216_x0_y0_aug_46_45,49,-102,sofa_0216_x0_y0
vase_0090_x70_y40_aug_47_45,49,-81,vase_0090_x70_y40
bathtub_0041_x145_y40_aug_48_45,47,70,bathtub_0041_x145_y40
table_0457_x90_y50_aug_49_45,49,119,table_0457_x90_y50
chair_0028_x115_y20_aug_0_50,50,-69,chair_0028_x115_y20
sofa_0554_x165_y70_aug_1_50,52,-55,sofa_0554_x165_y70
vase_0411_x90_y15_aug_2_50,52,78,vase_0411_x90_y15
cup_0004_x140_y65_aug_3_50,53,-122,cup_0004_x140_y65
cup_0081_x145_y15_aug_4_50,50,-20,cup_0081_x145_y15
bathtub_0148_x5_y40_aug_5_50,51,-121,bathtub_0148_x5_y40
sofa_0011_x55_y40_aug_6_50,54,47,sofa_0011_x55_y40
bottle_0019_x40_y30_aug_7_50,53,40,bottle_0019_x40_y30
chair_0039_x165_y5_aug_8_50,52,11,chair_0039_x165_y5
bowl_0053_x70_y25_aug_9_50,50,-48,bowl_0053_x70_y25
chair_0395_x45_y115_aug_10_50,51,-156,chair_0395_x45_y115
bottle_0122_x90_y135_aug_11_50,52,105,bottle_0122_x90_y135
vase_0131_x30_y35_aug_12_50,51,64,vase_0131_x30_y35
vase_0482_x150_y35_aug_13_50,50,1,vase_0482_x150_y35
bottle_0207_x15_y90_aug_14_50,53,32,bottle_0207_x15_y90
vase_0193_x130_y140_aug_15_50,53,-30,vase_0193_x130_y140
bottle_0207_x140_y80_aug_16_50,54,101,bottle_0207_x140_y80
dresser_0018_x155_y125_aug_17_50,52,157,dresser_0018_x155_y125
vase_0543_x10_y15_aug_18_50,52,175,vase_0543_x10_y15
vase_0280_x175_y175_aug_19_50,53,28,vase_0280_x175_y175
vase_0482_x120_y0_aug_20_50,51,-97,vase_0482_x120_y0
sofa_0395_x90_y150_aug_21_50,53,-53,sofa_0395_x90_y150
vase_0369_x135_y80_aug_22_50,51,-172,vase_0369_x135_y80
bathtub_0122_x20_y105_aug_23_50,53,54,bathtub_0122_x20_y105
chair_0605_x5_y5_aug_24_50,54,22,chair_0605_x5_y5
bottle_0382_x35_y110_aug_25_50,54,-102,bottle_0382_x35_y110
bottle_0344_x85_y135_aug_26_50,54,180,bottle_0344_x85_y135
bottle_0348_x0_y145_aug_27_50,53,33,bottle_0348_x0_y145
vase_0247_x65_y80_aug_28_50,50,176,vase_0247_x65_y80
curtain_0030_x15_y10_aug_29_50,52,108,curtain_0030_x15_y10
bottle_0207_x120_y125_aug_30_50,51,26,bottle_0207_x120_y125
bottle_0095_x25_y140_aug_31_50,53,86,bottle_0095_x25_y140
dresser_0045_x85_y145_aug_32_50,52,-58,dresser_0045_x85_y145
vase_0160_x55_y155_aug_33_50,53,-121,vase_0160_x55_y155
bottle_0348_x150_y170_aug_34_50,51,111,bottle_0348_x150_y170
cup_0066_x165_y5_aug_35_50,54,-64,cup_0066_x165_y5
sofa_0715_x105_y160_aug_36_50,51,-42,sofa_0715_x105_y160
bookshelf_0107_x115_y115_aug_37_50,50,72,bookshelf_0107_x115_y115
toilet_0379_x130_y105_aug_38_50,54,137,toilet_0379_x130_y105
vase_0069_x85_y80_aug_39_50,51,132,vase_0069_x85_y80
lamp_0083_x55_y75_aug_40_50,52,68,lamp_0083_x55_y75
vase_0166_x80_y170_aug_41_50,54,-36,vase_0166_x80_y170
xbox_0026_x15_y165_aug_42_50,52,-119,xbox_0026_x15_y165
chair_0145_x165_y10_aug_43_50,51,-162,chair_0145_x165_y10
chair_0606_x110_y100_aug_44_50,52,31,chair_0606_x110_y100
chair_0039_x130_y40_aug_45_50,52,13,chair_0039_x130_y40
sofa_0610_x90_y85_aug_46_50,50,-146,sofa_0610_x90_y85
car_0286_x70_y85_aug_47_50,52,142,car_0286_x70_y85
bottle_0140_x105_y165_aug_48_50,54,40,bottle_0140_x105_y165
vase_0166_x160_y0_aug_49_50,51,-45,vase_0166_x160_y0
xbox_0026_x10_y30_aug_0_55,59,28,xbox_0026_x10_y30
vase_0493_x35_y50_aug_1_55,55,41,vase_0493_x35_y50
cone_0090_x55_y120_aug_2_55,55,-148,cone_0090_x55_y120
chair_0689_x125_y30_aug_3_55,57,-95,chair_0689_x125_y30
vase_0190_x105_y155_aug_4_55,55,37,vase_0190_x105_y155
sofa_0011_x60_y45_aug_5_55,55,-21,sofa_0011_x60_y45
bookshelf_0343_x20_y65_aug_6_55,57,-38,bookshelf_0343_x20_y65
door_0001_x105_y80_aug_7_55,58,154,door_0001_x105_y80
bowl_0061_x165_y45_aug_8_55,55,-56,bowl_0061_x165_y45
bench_0175_x125_y110_aug_9_55,56,-145,bench_0175_x125_y110
bathtub_0041_x0_y115_aug_10_55,55,102,bathtub_0041_x0_y115
vase_0285_x105_y115_aug_11_55,55,15,vase_0285_x105_y115
vase_0359_x35_y175_aug_12_55,56,-18,vase_0359_x35_y175
curtain_0011_x5_y0_aug_13_55,59,-170,curtain_0011_x5_y0
car_0286_x75_y45_aug_14_55,57,81,car_0286_x75_y45
cup_0022_x80_y160_aug_15_55,55,28,cup_0022_x80_y160
bookshelf_0265_x75_y5_aug_16_55,55,-14,bookshelf_0265_x75_y5
cone_0143_x140_y115_aug_17_55,58,-83,cone_0143_x140_y115
cup_0083_x145_y135_aug_18_55,55,56,cup_0083_x145_y135
tent_0180_x50_y175_aug_19_55,57,-25,tent_0180_x50_y175
lamp_0083_x160_y165_aug_20_55,58,140,lamp_0083_x160_y165
person_0075_x165_y30_aug_21_55,57,-177,person_0075_x165_y30
chair_0706_x145_y20_aug_22_55,56,127,chair_0706_x145_y20
vase_0482_x175_y115_aug_23_55,58,-91,vase_0482_x175_y115
laptop_0045_x115_y70_aug_24_55,57,-130,laptop_0045_x115_y70
vase_0247_x55_y170_aug_25_55,57,-128,vase_0247_x55_y170
table_0044_x125_y80_aug_26_55,57,-120,table_0044_x125_y80
bowl_0061_x10_y105_aug_27_55,57,68,bowl_0061_x10_y105
sofa_0715_x160_y60_aug_28_55,56,-165,sofa_0715_x160_y60
stool_0057_x65_y110_aug_29_55,57,151,stool_0057_x65_y110
cup_0022_x170_y110_aug_30_55,59,-9,cup_0022_x170_y110
curtain_0030_x160_y25_aug_31_55,55,104,curtain_0030_x160_y25
vase_0069_x125_y150_aug_32_55,58,-50,vase_0069_x125_y150
bookshelf_0343_x5_y165_aug_33_55,55,24,bookshelf_0343_x5_y165
cup_0095_x35_y25_aug_34_55,59,30,cup_0095_x35_y25
cup_0004_x45_y120_aug_35_55,59,-62,cup_0004_x45_y120
sofa_0515_x135_y150_aug_36_55,58,-73,sofa_0515_x135_y150
chair_0689_x80_y85_aug_37_55,57,-81,chair_0689_x80_y85
cup_0050_x20_y45_aug_38_55,59,130,cup_0050_x20_y45
chair_0397_x160_y150_aug_39_55,56,170,chair_0397_x160_y150
bottle_0301_x95_y60_aug_40_55,56,-2,bottle_0301_x95_y60
table_0111_x100_y140_aug_41_55,57,174,table_0111_x100_y140
cup_0081_x105_y60_aug_42_55,58,-162,cup_0081_x105_y60
bottle_0122_x165_y175_aug_43_55,56,-139,bottle_0122_x165_y175
sofa_0548_x145_y105_aug_44_55,56,-14,sofa_0548_x145_y105
piano_0135_x175_y10_aug_45_55,58,90,piano_0135_x175_y10
table_0044_x15_y155_aug_46_55,58,-34,table_0044_x15_y155
laptop_0121_x115_y175_aug_47_55,55,24,laptop_0121_x115_y175
sofa_0256_x25_y5_aug_48_55,56,-63,sofa_0256_x25_y5
cup_0066_x170_y115_aug_49_55,56,-90,cup_0066_x170_y115
vase_0090_x125_y75_aug_0_60,62,148,vase_0090_x125_y75
bathtub_0041_x115_y95_aug_1_60,61,-4,bathtub_0041_x115_y95
lamp_0083_x105_y25_aug_2_60,62,-159,lamp_0083_x105_y25
chair_0039_x160_y35_aug_3_60,61,35,chair_0039_x160_y35
curtain_0143_x90_y145_aug_4_60,61,-126,curtain_0143_x90_y145
vase_0090_x95_y175_aug_5_60,61,-159,vase_0090_x95_y175
toilet_0379_x165_y140_aug_6_60,61,168,toilet_0379_x165_y140
person_0013_x25_y80_aug_7_60,61,-122,person_0013_x25_y80
vase_0193_x80_y150_aug_8_60,64,162,vase_0193_x80_y150
bottle_0348_x60_y105_aug_9_60,62,109,bottle_0348_x60_y105
cup_0083_x125_y45_aug_10_60,62,36,cup_0083_x125_y45
cup_0083_x40_y75_aug_11_60,63,-69,cup_0083_x40_y75
bowl_0042_x5_y70_aug_12_60,64,110,bowl_0042_x5_y70
chair_0395_x70_y135_aug_13_60,62,30,chair_0395_x70_y135
toilet_0379_x25_y140_aug_14_60,64,43,toilet_0379_x25_y140
table_0111_x100_y140_aug_15_60,61,-85,table_0111_x100_y140
chair_0397_x155_y30_aug_16_60,61,169,chair_0397_x155_y30
chair_0039_x15_y55_aug_17_60,61,-55,chair_0039_x15_y55
vase_0160_x50_y75_aug_18_60,62,7,vase_0160_x50_y75
vase_0311_x45_y125_aug_19_60,62,31,vase_0311_x45_y125
bookshelf_0504_x0_y80_aug_20_60,64,59,bookshelf_0504_x0_y80
vase_0069_x60_y90_aug_21_60,64,-55,vase_0069_x60_y90
bottle_0122_x50_y165_aug_22_60,63,1,bottle_0122_x50_y165
table_0111_x80_y15_aug_23_60,63,-179,table_0111_x80_y15
toilet_0357_x65_y90_aug_24_60,62,-97,toilet_0357_x65_y90
bathtub_0148_x25_y10_aug_25_60,60,2,bathtub_0148_x25_y10
vase_0379_x105_y100_aug_26_60,61,98,vase_0379_x105_y100
xbox_0089_x40_y5_aug_27_60,60,26,xbox_0089_x40_y5
bench_0122_x95_y155_aug_28_60,63,170,bench_0122_x95_y155
bookshelf_0504_x35_y110_aug_29_60,61,144,bookshelf_0504_x35_y110
vase_0379_x75_y65_aug_30_60,61,129,vase_0379_x75_y65
bottle_0207_x120_y125_aug_31_60,60,85,bottle_0207_x120_y125
bench_0122_x140_y145_aug_32_60,62,-126,bench_0122_x140_y145
stool_0057_x105_y160_aug_33_60,64,-52,stool_0057_x105_y160
stool_0017_x175_y160_aug_34_60,63,10,stool_0017_x175_y160
cup_0022_x125_y100_aug_35_60,61,120,cup_0022_x125_y100
bench_0091_x75_y85_aug_36_60,64,-136,bench_0091_x75_y85
person_0013_x40_y65_aug_37_60,62,120,person_0013_x40_y65
chair_0897_x165_y115_aug_38_60,63,6,chair_0897_x165_y115
bottle_0095_x15_y100_aug_39_60,62,-32,bottle_0095_x15_y100
sofa_0256_x5_y160_aug_40_60,61,-179,sofa_0256_x5_y160
dresser_0045_x85_y125_aug_41_60,61,-90,dresser_0045_x85_y125
bookshelf_0320_x95_y25_aug_42_60,61,152,bookshelf_0320_x95_y25
bottle_0382_x20_y60_aug_43_60,60,175,bottle_0382_x20_y60
stairs_0113_x95_y40_aug_44_60,63,102,stairs_0113_x95_y40
bookshelf_0107_x85_y60_aug_45_60,61,-121,bookshelf_0107_x85_y60
curtain_0143_x20_y50_aug_46_60,64,-54,curtain_0143_x20_y50
vase_0311_x140_y170_aug_47_60,63,-49,vase_0311_x140_y170
vase_0131_x115_y90_aug_48_60,62,-18,vase_0131_x115_y90
bookshelf_0343_x70_y50_aug_49_60,63,143,bookshelf_0343_x70_y50
dresser_0248_x170_y10_aug_0_65,66,56,dresser_0248_x170_y10
sofa_0502_x45_y175_aug_1_65,68,100,sofa_0502_x45_y175
lamp_0083_x40_y25_aug_2_65,65,-47,lamp_0083_x40_y25
chair_0545_x60_y85_aug_3_65,65,-45,chair_0545_x60_y85
stool_0057_x175_y135_aug_4_65,68,175,stool_0057_x175_y135
bench_0046_x45_y65_aug_5_65,68,161,bench_0046_x45_y65
bowl_0061_x5_y145_aug_6_65,68,170,bowl_0061_x5_y145
curtain_0143_x0_y30_aug_7_65,69,115,curtain_0143_x0_y30
bench_0122_x25_y125_aug_8_65,68,145,bench_0122_x25_y125
chair_0241_x50_y60_aug_9_65,69,108,chair_0241_x50_y60
bookshelf_0343_x70_y50_aug_10_65,69,109,bookshelf_0343_x70_y50
vase_0359_x135_y85_aug_11_65,68,-172,vase_0359_x135_y85
vase_0275_x80_y105_aug_12_65,67,18,vase_0275_x80_y105
chair_0605_x75_y55_aug_13_65,68,-102,chair_0605_x75_y55
sofa_0011_x70_y10_aug_14_65,69,174,sofa_0011_x70_y10
chair_0610_x90_y60_aug_15_65,65,166,chair_0610_x90_y60
curtain_0143_x90_y145_aug_16_65,65,87,curtain_0143_x90_y145
sofa_0610_x95_y130_aug_17_65,67,10,sofa_0610_x95_y130
bottle_0348_x160_y30_aug_18_65,69,-152,bottle_0348_x160_y30
sofa_0256_x35_y15_aug_19_65,67,-9,sofa_0256_x35_y15
chair_0145_x130_y130_aug_20_65,65,-96,chair_0145_x130_y130
bookshelf_0268_x175_y70_aug_21_65,65,126,bookshelf_0268_x175_y70
bowl_0042_x160_y70_aug_22_65,69,98,bowl_0042_x160_y70
xbox_0026_x155_y175_aug_23_65,69,95,xbox_0026_x155_y175
sofa_0395_x120_y25_aug_24_65,68,-52,sofa_0395_x120_y25
vase_0515_x150_y75_aug_25_65,69,-28,vase_0515_x150_y75
vase_0379_x105_y100_aug_26_65,66,-156,vase_0379_x105_y100
stool_0057_x170_y60_aug_27_65,66,173,stool_0057_x170_y60
vase_0262_x65_y105_aug_28_65,65,69,vase_0262_x65_y105
vase_0411_x35_y85_aug_29_65,67,-58,vase_0411_x35_y85
bowl_0058_x15_y35_aug_30_65,66,-43,bowl_0058_x15_y35
sofa_0541_x55_y110_aug_31_65,66,31,sofa_0541_x55_y110
curtain_0030_x45_y60_aug_32_65,67,-22,curtain_0030_x45_y60
bowl_0068_x85_y115_aug_33_65,65,123,bowl_0068_x85_y115
bottle_0270_x40_y130_aug_34_65,67,-141,bottle_0270_x40_y130
vase_0515_x110_y175_aug_35_65,67,-37,vase_0515_x110_y175
bed_0163_x60_y110_aug_36_65,65,-127,bed_0163_x60_y110
chair_0466_x35_y140_aug_37_65,69,-52,chair_0466_x35_y140
vase_0090_x115_y80_aug_38_65,68,157,vase_0090_x115_y80
vase_0268_x80_y105_aug_39_65,65,31,vase_0268_x80_y105
cone_0143_x70_y130_aug_40_65,65,86,cone_0143_x70_y130
chair_0298_x160_y110_aug_41_65,65,92,chair_0298_x160_y110
tent_0132_x110_y50_aug_42_65,68,-66,tent_0132_x110_y50
piano_0135_x45_y15_aug_43_65,67,-45,piano_0135_x45_y15
sofa_0011_x5_y0_aug_44_65,66,-174,sofa_0011_x5_y0
vase_0203_x125_y40_aug_45_65,66,-14,vase_0203_x125_y40
bench_0078_x70_y50_aug_46_65,68,97,bench_0078_x70_y50
bench_0175_x65_y175_aug_47_65,66,-137,bench_0175_x65_y175
vase_0369_x115_y60_aug_48_65,67,48,vase_0369_x115_y60
xbox_0026_x105_y150_aug_49_65,65,-34,xbox_0026_x105_y150
bowl_0053_x50_y155_aug_0_70,71,125,bowl_0053_x50_y155
chair_0605_x90_y105_aug_1_70,72,131,chair_0605_x90_y105
xbox_0026_x80_y50_aug_2_70,73,3,xbox_0026_x80_y50
stool_0057_x170_y70_aug_3_70,74,49,stool_0057_x170_y70
curtain_0143_x0_y30_aug_4_70,72,-137,curtain_0143_x0_y30
sofa_0554_x140_y150_aug_5_70,74,11,sofa_0554_x140_y150
bookshelf_0564_x70_y145_aug_6_70,70,92,bookshelf_0564_x70_y145
cup_0053_x150_y160_aug_7_70,72,-28,cup_0053_x150_y160
dresser_0255_x165_y145_aug_8_70,72,-49,dresser_0255_x165_y145
bed_0275_x80_y130_aug_9_70,73,25,bed_0275_x80_y130
bookshelf_0564_x70_y145_aug_10_70,71,53,bookshelf_0564_x70_y145
chair_0689_x120_y95_aug_11_70,70,-82,chair_0689_x120_y95
bowl_0052_x65_y140_aug_12_70,72,-94,bowl_0052_x65_y140
vase_0515_x105_y105_aug_13_70,72,77,vase_0515_x105_y105
mantel_0144_x115_y110_aug_14_70,73,166,mantel_0144_x115_y110
table_0457_x95_y115_aug_15_70,73,-44,table_0457_x95_y115
sofa_0554_x155_y45_aug_16_70,70,135,sofa_0554_x155_y45
sofa_0216_x0_y0_aug_17_70,74,-138,sofa_0216_x0_y0
cup_0081_x35_y60_aug_18_70,74,-123,cup_0081_x35_y60
chair_0606_x80_y60_aug_19_70,70,-32,chair_0606_x80_y60
vase_0311_x135_y130_aug_20_70,73,85,vase_0311_x135_y130
sofa_0548_x10_y140_aug_21_70,70,-68,sofa_0548_x10_y140
sink_0029_x160_y75_aug_22_70,74,-116,sink_0029_x160_y75
bed_0163_x85_y65_aug_23_70,71,114,bed_0163_x85_y65
vase_0069_x70_y95_aug_24_70,72,-146,vase_0069_x70_y95
bowl_0052_x125_y120_aug_25_70,73,10,bowl_0052_x125_y120
chair_0117_x165_y130_aug_26_70,70,124,chair_0117_x165_y130
cup_0083_x95_y160_aug_27_70,70,64,cup_0083_x95_y160
cone_0071_x85_y35_aug_28_70,72,101,cone_0071_x85_y35
cup_0066_x165_y5_aug_29_70,71,-19,cup_0066_x165_y5
vase_0411_x40_y60_aug_30_70,74,-127,vase_0411_x40_y60
chair_0117_x90_y65_aug_31_70,74,37,chair_0117_x90_y65
chair_0395_x50_y140_aug_32_70,74,-177,chair_0395_x50_y140
bottle_0161_x90_y155_aug_33_70,74,41,bottle_0161_x90_y155
dresser_0248_x165_y110_aug_34_70,72,111,dresser_0248_x165_y110
bowl_0050_x55_y25_aug_35_70,73,-169,bowl_0050_x55_y25
bench_0091_x160_y55_aug_36_70,72,81,bench_0091_x160_y55
sofa_0478_x40_y75_aug_37_70,73,83,sofa_0478_x40_y75
chair_0858_x5_y175_aug_38_70,74,-20,chair_0858_x5_y175
chair_0397_x90_y160_aug_39_70,70,141,chair_0397_x90_y160
table_0449_x20_y150_aug_40_70,70,-144,table_0449_x20_y150
bed_0163_x85_y65_aug_41_70,74,128,bed_0163_x85_y65
table_0449_x170_y25_aug_42_70,73,-23,table_0449_x170_y25
bottle_0205_x15_y125_aug_43_70,70,110,bottle_0205_x15_y125
cup_0022_x105_y95_aug_44_70,71,-111,cup_0022_x105_y95
vase_0280_x90_y25_aug_45_70,74,-24,vase_0280_x90_y25
vase_0515_x110_y175_aug_46_70,71,49,vase_0515_x110_y175
lamp_0083_x85_y130_aug_47_70,74,-95,lamp_0083_x85_y130
tent_0180_x160_y165_aug_48_70,73,-12,tent_0180_x160_y165
vase_0109_x120_y170_aug_49_70,74,-114,vase_0109_x120_y170
bottle_0344_x5_y135_aug_0_75,79,-42,bottle_0344_x5_y135
chair_0897_x160_y65_aug_1_75,77,104,chair_0897_x160_y65
table_0457_x170_y160_aug_2_75,79,-98,table_0457_x170_y160
toilet_0357_x145_y105_aug_3_75,78,94,toilet_0357_x145_y105
chair_0466_x70_y110_aug_4_75,76,125,chair_0466_x70_y110
chair_0605_x95_y120_aug_5_75,78,-96,chair_0605_x95_y120
door_0001_x40_y40_aug_6_75,78,15,door_0001_x40_y40
tent_0180_x155_y80_aug_7_75,78,66,tent_0180_x155_y80
bottle_0019_x15_y30_aug_8_75,77,36,bottle_0019_x15_y30
bottle_0205_x45_y80_aug_9_75,76,95,bottle_0205_x45_y80
bottle_0205_x5_y75_aug_10_75,78,136,bottle_0205_x5_y75
lamp_0107_x135_y65_aug_11_75,78,114,lamp_0107_x135_y65
cup_0071_x120_y120_aug_12_75,75,71,cup_0071_x120_y120
table_0044_x105_y10_aug_13_75,77,-120,table_0044_x105_y10
person_0013_x145_y45_aug_14_75,79,122,person_0013_x145_y45
